Tennant Company (TNC) ,TNC, $1.06B , 10/27/2015 , Sep 2015 , $0.58 , 1 , $0.68 ,17.24%
Teradyne Inc. (TER) ,TER, $4.29B , 10/27/2015 , Sep 2015 , $0.38 , 7 , $0.4 ,5.26%
Textron Inc. (TXT) ,TXT, $11.6B , 10/27/2015 , Sep 2015 , $0.6 , 8 , $0.63 ,5%
The Rubicon Project Inc. (RUBI) ,RUBI, $632.11M , 10/27/2015 , Sep 2015 , $-0.13 , 5 , $0.02 ,-115.38%
The Ultimate Software Group Inc. (ULTI) ,ULTI, $5.8B , 10/27/2015 , Sep 2015 , $0.22 , 9 , $0.21 ,-4.55%
T-Mobile US Inc. (TMUS) ,TMUS, $32.03B , 10/27/2015 , Sep 2015 , $0.3 , 9 , $0.15 ,-50%
Total System Services Inc. (TSS) ,TSS, $10.07B , 10/27/2015 , Sep 2015 , $0.57 , 6 , $0.6 ,5.26%
TransUnion (TRU) ,TRU, $4.6B , 10/27/2015 , Sep 2015 , $0.28 , 3 , $0.29 ,3.57%
Trex Company Inc. (TREX) ,TREX, $1.3B , 10/27/2015 , Sep 2015 , $0.29 , 6 , $0.26 ,-10.34%
Trustmark Corporation (TRMK) ,TRMK, $1.68B , 10/27/2015 , Sep 2015 , $0.42 , 5 , $0.42 ,0%
Turkcell Iletisim Hizmetleri AS (TKC) ,TKC, $8.85B , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.29 ,n/a
Twin Disc Incorporated (TWIN) ,TWIN, $130.56M , 10/27/2015 , Sep 2015 , $-0.04 , 2 , $-0.39 ,875%
Twitter Inc. (TWTR) ,TWTR, $20.88B , 10/27/2015 , Sep 2015 , $-0.25 , 10 , $-0.15 ,-40%
Two River Bancorp (TRCB) ,TRCB, $73.22M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.21 ,n/a
U.S. Silica Holdings Inc. (SLCA) ,SLCA, $956.18M , 10/27/2015 , Sep 2015 , $-0.02 , 8 , $-0.04 ,100%
UMB Financial Corporation (UMBF) ,UMBF, $2.48B , 10/27/2015 , Sep 2015 , $0.67 , 5 , $0.46 ,-31.34%
United Bancorp Inc. (UBCP) ,UBCP, $46.51M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.17 ,n/a
United Community Banks Inc. (UCBI) ,UCBI, $1.3B , 10/27/2015 , Sep 2015 , $0.33 , 4 , $0.33 ,0%
United Parcel Service Inc. (UPS) ,UPS, $91.98B , 10/27/2015 , Sep 2015 , $1.37 , 12 , $1.39 ,1.46%
United Therapeutics Corporation (UTHR) ,UTHR, $6.25B , 10/27/2015 , Sep 2015 , $2.44 , 6 , $5.02 ,105.74%
Universal Health Services Inc. (UHS) ,UHS, $11.95B , 10/27/2015 , Sep 2015 , $1.58 , 10 , $1.53 ,-3.16%
VASCO Data Security International Inc. (VDSI) ,VDSI, $776.35M , 10/27/2015 , Sep 2015 , $0.24 , 2 , $0.34 ,41.67%
Vedanta Limited (VEDL) ,VEDL, $4.85B , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.2 ,n/a
Verisk Analytics Inc. (VRSK) ,VRSK, $12.24B , 10/27/2015 , Sep 2015 , $0.77 , 11 , $0.85 ,10.39%
Veritex Holdings Inc. (VBTX) ,VBTX, $181.86M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.23 ,n/a
Vicor Corporation (VICR) ,VICR, $393.55M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.07 ,n/a
Vocera Communications Inc. (VCRA) ,VCRA, $312.42M , 10/27/2015 , Sep 2015 , $-0.2 , 2 , $-0.16 ,-20%
Wabash National Corporation (WNC) ,WNC, $777.03M , 10/27/2015 , Sep 2015 , $0.38 , 9 , $0.47 ,23.68%
Waddell &amp; Reed Financial Inc. (WDR) ,WDR, $3.07B , 10/27/2015 , Sep 2015 , $0.71 , 7 , $0.76 ,7.04%
Waste Management Inc. (WM) ,WM, $24.7B , 10/27/2015 , Sep 2015 , $0.72 , 8 , $0.74 ,2.78%
Waters Corporation (WAT) ,WAT, $10.63B , 10/27/2015 , Sep 2015 , $1.39 , 13 , $1.42 ,2.16%
Watsco Inc. (WSO) ,WSO, $4.21B , 10/27/2015 , Sep 2015 , $1.78 , 10 , $1.64 ,-7.87%
Watsco Inc. (WSO.B) ,WSO.B, $569.35M , 10/27/2015 , Sep 2015 , $n/a , 0 , $1.64 ,n/a
Willis Group Holdings Limited (WSH) ,WSH, $8.05B , 10/27/2015 , Sep 2015 , $0.17 , 11 , $0.14 ,-17.65%
Wyndham Worldwide Corp (WYN) ,WYN, $9.51B , 10/27/2015 , Sep 2015 , $1.7 , 4 , $1.78 ,4.71%
Yandex N.V. (YNDX) ,YNDX, $5.01B , 10/27/2015 , Sep 2015 , $0.16 , 3 , $0.14 ,-12.5%
ZELTIQ Aesthetics Inc. (ZLTQ) ,ZLTQ, $1.34B , 10/27/2015 , Sep 2015 , $-0.06 , 6 , $0.05 ,-183.33%
