Discovery Laboratories Inc. (DSCO) ,DSCO, $33.97M , 11/06/2014 , Sep 2014 , $-0.15 , 2 , $-0.13 ,-13.33%
Diversicare Healthcare Services Inc. (DVCR) ,DVCR, $60.05M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.04 ,n/a
Diversified Restaurant Holdings Inc. (BAGR) ,BAGR, $77.46M , 11/06/2014 , Sep 2014 , $-0.04 , 2 , $-0.01 ,-75%
Dorian LPG Ltd. (LPG) ,LPG, $671.14M , 11/06/2014 , Sep 2014 , $0.05 , 3 , $0.06 ,20%
Eaton Vance Tax-Managed Diversified Equity Income Fund (ETY) ,ETY, $1.7B , 11/06/2014 , Jul 2014 , $n/a , 0 , $0.01 ,n/a
Echelon Corporation (ELON) ,ELON, $27.42M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.06 ,n/a
EchoStar Corporation (SATS) ,SATS, $4.23B , 11/06/2014 , Sep 2014 , $0.41 , 3 , $0.69 ,68.29%
El Pollo Loco Holdings Inc. (LOCO) ,LOCO, $440.8M , 11/06/2014 , Sep 2014 , $0.12 , 4 , $0.12 ,0%
Embraer-Empresa Brasileira de Aeronautica (ERJ) ,ERJ, $5.22B , 11/06/2014 , Sep 2014 , $0.25 , 7 , $0.5 ,100%
Emergent Biosolutions Inc. (EBS) ,EBS, $1.28B , 11/06/2014 , Sep 2014 , $0.37 , 1 , $0.67 ,81.08%
Encore Capital Group Inc (ECPG) ,ECPG, $1.02B , 11/06/2014 , Sep 2014 , $1.11 , 5 , $1.13 ,1.8%
EnerNOC Inc. (ENOC) ,ENOC, $248.89M , 11/06/2014 , Sep 2014 , $3.33 , 4 , $3.19 ,-4.2%
ENGlobal Corporation (ENG) ,ENG, $29.24M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.07 ,n/a
Entertainment Gaming Asia Incorporated (EGT) ,EGT, $33.27M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.01 ,n/a
Entravision Communications Corporation (EVC) ,EVC, $770.72M , 11/06/2014 , Sep 2014 , $0.09 , 3 , $0.09 ,0%
Envestnet Inc (ENV) ,ENV, $1.06B , 11/06/2014 , Sep 2014 , $0.14 , 4 , $0.17 ,21.43%
Enzon Pharmaceuticals Inc. (ENZN) ,ENZN, $32.69M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.17 ,n/a
Epizyme Inc. (EPZM) ,EPZM, $545.97M , 11/06/2014 , Sep 2014 , $-0.54 , 2 , $-0.58 ,7.41%
Erickson Incorporated (EAC) ,EAC, $42.19M , 11/06/2014 , Sep 2014 , $0.85 , 4 , $1.26 ,48.24%
Essent Group Ltd. (ESNT) ,ESNT, $2.24B , 11/06/2014 , Sep 2014 , $0.25 , 4 , $0.29 ,16%
Etablissements Delhaize Freres et Cie "Le Lion" S.A. (DEG) ,DEG, $9.35B , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.33 ,n/a
Evolution Petroleum Corporation Inc. (EPM) ,EPM, $214.65M , 11/06/2014 , Sep 2014 , $0.4 , 1 , $0.03 ,-92.5%
EZCORP Inc. (EZPW) ,EZPW, $346.75M , 11/06/2014 , Sep 2014 , $0.27 , 1 , $0.27 ,0%
Fair Isaac Corporation (FICO) ,FICO, $2.91B , 11/06/2014 , Sep 2014 , $0.92 , 2 , $1.1 ,19.57%
Fairway Group Holdings Corp. (FWM) ,FWM, $75.29M , 11/06/2014 , Sep 2014 , $-0.2 , 5 , $-0.31 ,55%
Farmer Brothers Company (FARM) ,FARM, $482.35M , 11/06/2014 , Sep 2014 , $0.22 , 2 , $0.16 ,-27.27%
FBL Financial Group Inc. (FFG) ,FFG, $1.58B , 11/06/2014 , Sep 2014 , $0.96 , 3 , $1.18 ,22.92%
Federal Home Loan Mortgage Corporation (FMCC) ,FMCC, n/a , 11/06/2014 , Sep 2014 , $0.67 , 1 , $-0.22 ,-132.84%
Federal National Mortgage Association (FNMA) ,FNMA, n/a , 11/06/2014 , Sep 2014 , $0.46 , 1 , $-0.02 ,-104.35%
Fidus Investment Corporation (FDUS) ,FDUS, $228.89M , 11/06/2014 , Sep 2014 , $0.39 , 4 , $0.41 ,5.13%
Financial Engines Inc. (FNGN) ,FNGN, $1.72B , 11/06/2014 , Sep 2014 , $0.18 , 2 , $0.17 ,-5.56%
First Solar Inc. (FSLR) ,FSLR, $5.13B , 11/06/2014 , Sep 2014 , $0.64 , 9 , $0.61 ,-4.69%
Five9 Inc. (FIVN) ,FIVN, $210.06M , 11/06/2014 , Sep 2014 , $-0.23 , 1 , $-0.19 ,-17.39%
Foresight Energy LP (FELP) ,FELP, $895.04M , 11/06/2014 , Sep 2014 , $0.27 , 4 , $0.23 ,-14.81%
Franklin Covey Company (FC) ,FC, $284.9M , 11/06/2014 , Aug 2014 , $0.5 , 5 , $0.73 ,46%
Fuel Systems Solutions Inc. (FSYS) ,FSYS, $112.54M , 11/06/2014 , Sep 2014 , $-0.16 , 2 , $-0.16 ,-0%
Fuel Tech Inc. (FTEK) ,FTEK, $47.72M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.05 ,n/a
Full House Resorts Inc. (FLL) ,FLL, $26.93M , 11/06/2014 , Sep 2014 , $0.04 , 2 , $0.02 ,-50%
FutureFuel Corp. (FF) ,FF, $647.97M , 11/06/2014 , Sep 2014 , $0.2 , 1 , $0.26 ,30%
FXCM Inc. (FXCM) ,FXCM, $46.15M , 11/06/2014 , Sep 2014 , $0.12 , 5 , $0.14 ,16.67%
Gartner Inc. (IT) ,IT, $7.45B , 11/06/2014 , Sep 2014 , $0.39 , 7 , $0.44 ,12.82%
Gastar Exploration Inc. (GST) ,GST, $120.21M , 11/06/2014 , Sep 2014 , $0.05 , 5 , $0.03 ,-40%
Generac Holdlings Inc. (GNRC) ,GNRC, $2.09B , 11/06/2014 , Sep 2014 , $1.02 , 5 , $0.83 ,-18.63%
Genocea Biosciences Inc. (GNCA) ,GNCA, $129.64M , 11/06/2014 , Sep 2014 , $-0.43 , 1 , $-0.53 ,23.26%
Geo Group Inc (The) (GEO) ,The, $2.42B , 11/06/2014 , Sep 2014 , $0.82 , 1 , $0.84 ,2.44%
Global Eagle Entertainment Inc. (ENT) ,ENT, $1.03B , 11/06/2014 , Sep 2014 , $-0.06 , 3 , $-0.05 ,-16.67%
Global Partners LP (GLP) ,GLP, $1.09B , 11/06/2014 , Sep 2014 , $0.17 , 5 , $1.5 ,782.35%
Globalstar Inc. (GSAT) ,GSAT, $1.92B , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.02 ,n/a
Gold Resource Corporation (GORO) ,GORO, $145.74M , 11/06/2014 , Sep 2014 , $0.15 , 1 , $-0.03 ,-120%
Golden Minerals Company (AUMN) ,AUMN, $18.08M , 11/06/2014 , Sep 2014 , $-0.07 , 2 , $-0.08 ,14.29%
Great Plains Energy Inc (GXP) ,GXP, $4.27B , 11/06/2014 , Sep 2014 , $0.97 , 6 , $0.95 ,-2.06%
GSV Capital Corp (GSVC) ,GSVC, $191.08M , 11/06/2014 , Sep 2014 , $0.09 , 1 , $-0.25 ,-377.78%
Guidance Software Inc. (GUID) ,GUID, $190.24M , 11/06/2014 , Sep 2014 , $-0.01 , 2 , $-0.08 ,700%
Hansen Medical Inc. (HNSN) ,HNSN, $67.96M , 11/06/2014 , Sep 2014 , $-0.1 , 1 , $-0.13 ,30%
Hardinge Inc. (HDNG) ,HDNG, $122.85M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.2 ,n/a
Harsco Corporation (HSC) ,HSC, $855.4M , 11/06/2014 , Sep 2014 , $0.29 , 2 , $0.32 ,10.34%
Harvard Apparatus Regenerative Technology Inc. (HART) ,HART, $6.97M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.34 ,n/a
Harvest Natural Resources Inc (HNR) ,HNR, $44.88M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.14 ,n/a
Hawaiian Electric Industries Inc. (HE) ,HE, $3.16B , 11/06/2014 , Sep 2014 , $0.41 , 3 , $0.46 ,12.2%
HCI Group Inc. (HCI) ,HCI, $492.58M , 11/06/2014 , Sep 2014 , $1.11 , 3 , $1.23 ,10.81%
Henry Schein Inc. (HSIC) ,HSIC, $12.59B , 11/06/2014 , Sep 2014 , $1.31 , 11 , $1.34 ,2.29%
Hercules Technology Growth Capital Inc. (HTGC) ,HTGC, $801.18M , 11/06/2014 , Sep 2014 , $0.3 , 5 , $0.29 ,-3.33%
Heron Therapeutics Inc. (HRTX) ,HRTX, $993.85M , 11/06/2014 , Sep 2014 , $-0.69 , 3 , $-0.66 ,-4.35%
Higher One Holdings Inc. (ONE) ,ONE, $142.98M , 11/06/2014 , Sep 2014 , $0.14 , 2 , $0.14 ,0%
Horizon Pharma plc (HZNP) ,HZNP, $2.76B , 11/06/2014 , Sep 2014 , $0.19 , 1 , $0.19 ,0%
Houghton Mifflin Harcourt Company (HMHC) ,HMHC, $2.71B , 11/06/2014 , Sep 2014 , $1.09 , 3 , $0.9 ,-17.43%
Houston Wire &amp; Cable Company (HWCC) ,HWCC, $102.97M , 11/06/2014 , Sep 2014 , $0.21 , 3 , $0.2 ,-4.76%
Huntington Ingalls Industries Inc. (HII) ,HII, $5.39B , 11/06/2014 , Sep 2014 , $1.84 , 8 , $1.67 ,-9.24%
I.D. Systems Inc. (IDSY) ,IDSY, $47.46M , 11/06/2014 , Sep 2014 , $-0.16 , 2 , $-0.2 ,25%
ICF International Inc. (ICFI) ,ICFI, $621.98M , 11/06/2014 , Sep 2014 , $0.59 , 5 , $0.62 ,5.08%
Ikonics Corporation (IKNX) ,IKNX, $21.84M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.07 ,n/a
Independence Holding Company (IHC) ,IHC, $237.69M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.27 ,n/a
Infinity Pharmaceuticals Inc. (INFI) ,INFI, $523.37M , 11/06/2014 , Sep 2014 , $-0.87 , 6 , $2.03 ,-333.33%
Infinity Property and Casualty Corporation (IPCC) ,IPCC, $937.08M , 11/06/2014 , Sep 2014 , $0.8 , 3 , $1.23 ,53.75%
Insmed Inc. (INSM) ,INSM, $1.28B , 11/06/2014 , Sep 2014 , $-0.51 , 2 , $-0.54 ,5.88%
Intercept Pharmaceuticals Inc. (ICPT) ,ICPT, $3.97B , 11/06/2014 , Sep 2014 , $-1.1 , 5 , $-1.69 ,53.64%
International Game Technology (IGT) ,IGT, $2.88B , 11/06/2014 , Sep 2014 , $0.3 , 8 , $0.37 ,23.33%
Internet Initiative Japan Inc. (IIJI) ,IIJI, $942.43M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.09 ,n/a
Interval Leisure Group Inc. (IILG) ,IILG, $1.03B , 11/06/2014 , Sep 2014 , $0.29 , 2 , $0.37 ,27.59%
iPass Inc. (IPAS) ,IPAS, $54.78M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.05 ,n/a
J &amp; J Snack Foods Corp. (JJSF) ,JJSF, $2.32B , 11/06/2014 , Sep 2014 , $1.17 , 2 , $1.19 ,1.71%
Jason Industries Inc. (JASN) ,JASN, $96.52M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.41 ,n/a
KaloBios Pharmaceuticals Inc. (KBIO) ,KBIO, $7.84M , 11/06/2014 , Sep 2014 , $-0.34 , 2 , $-0.24 ,-29.41%
Kate Spade &amp; Company (KATE) ,KATE, $2.37B , 11/06/2014 , Sep 2014 , $0.01 , 5 , $0 ,-100%
Kemper Corporation (KMPR) ,KMPR, $1.9B , 11/06/2014 , Sep 2014 , $0.6 , 2 , $0.04 ,-93.33%
Keryx Biopharmaceuticals Inc. (KERX) ,KERX, $420.69M , 11/06/2014 , Sep 2014 , $-0.27 , 5 , $-0.38 ,40.74%
Kimball International Inc. (KBAL) ,KBAL, $404.85M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.24 ,n/a
King Digital Entertainment plc (KING) ,KING, $4.72B , 11/06/2014 , Sep 2014 , $0.4 , 3 , $0.48 ,20%
KNOT Offshore Partners LP (KNOP) ,KNOP, $235.56M , 11/06/2014 , Sep 2014 , $0.36 , 3 , $0.84 ,133.33%
Koppers Holdings Inc. (KOP) ,KOP, $397.5M , 11/06/2014 , Sep 2014 , $0.65 , 5 , $0.6 ,-7.69%
Kratos Defense &amp; Security Solutions Inc. (KTOS) ,KTOS, $290.89M , 11/06/2014 , Sep 2014 , $0.04 , 1 , $0.05 ,25%
Kulicke and Soffa Industries Inc. (KLIC) ,KLIC, $788.9M , 11/06/2014 , Sep 2014 , $0.42 , 3 , $0.38 ,-9.52%
Laredo Petroleum Inc. (LPI) ,LPI, $2.49B , 11/06/2014 , Sep 2014 , $0.19 , 10 , $0.19 ,0%
LendingTree Inc. (TREE) ,TREE, $1.47B , 11/06/2014 , Sep 2014 , $0.24 , 1 , $0.41 ,70.83%
Lifetime Brands Inc. (LCUT) ,LCUT, $216.86M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.41 ,n/a
Lifevantage Corporation (LFVN) ,LFVN, $2.02M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.05 ,n/a
LightPath Technologies Inc. (LPTH) ,LPTH, $22.76M , 11/06/2014 , Sep 2014 , $-0.01 , 1 , $-0.04 ,300%
Lions Gate Entertainment Corporation (LGF) ,LGF, $5.92B , 11/06/2014 , Sep 2014 , $0.13 , 4 , $0.16 ,23.08%
LMI Aerospace Inc. (LMIA) ,LMIA, $140.81M , 11/06/2014 , Sep 2014 , $0.07 , 2 , $0.11 ,57.14%
Lumos Networks Corp. (LMOS) ,LMOS, $312.59M , 11/06/2014 , Sep 2014 , $0.13 , 5 , $0.16 ,23.08%
Mad Catz Interactive Inc (MCZ) ,MCZ, $47.33M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.01 ,n/a
Main Street Capital Corporation (MAIN) ,MAIN, $1.52B , 11/06/2014 , Sep 2014 , $0.55 , 4 , $0.55 ,0%
Malvern Bancorp Inc. (MLVF) ,MLVF, $103.69M , 11/06/2014 , Sep 2014 , $0.03 , 1 , $0.05 ,66.67%
Manitex International Inc. (MNTX) ,MNTX, $103.13M , 11/06/2014 , Sep 2014 , $0.15 , 2 , $0.13 ,-13.33%
Marcus &amp; Millichap Inc. (MMI) ,MMI, $1.63B , 11/06/2014 , Sep 2014 , $0.29 , 1 , $0.35 ,20.69%
Matson Inc. (MATX) ,MATX, $1.99B , 11/06/2014 , Sep 2014 , $0.44 , 5 , $0.5 ,13.64%
Media General Inc. (MEG) ,MEG, $1.89B , 11/06/2014 , Sep 2014 , $0.21 , 2 , $0.18 ,-14.29%
Medivation Inc. (MDVN) ,MDVN, $14.96B , 11/06/2014 , Sep 2014 , $1.11 , 7 , $0.96 ,-13.51%
MeetMe Inc. (MEET) ,MEET, $115.02M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0 ,n/a
Melco Crown Entertainment Limited (MPEL) ,MPEL, $9.78B , 11/06/2014 , Sep 2014 , $0.29 , 6 , $0.28 ,-3.45%
Meridian Bioscience Inc. (VIVO) ,VIVO, $788.82M , 11/06/2014 , Sep 2014 , $0.22 , 4 , $0.2 ,-9.09%
Mettler-Toledo International Inc. (MTD) ,MTD, $8.51B , 11/06/2014 , Sep 2014 , $2.86 , 7 , $2.95 ,3.15%
MGE Energy Inc. (MGEE) ,MGEE, $1.46B , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.67 ,n/a
Micronet Enertec Technologies Inc. (MICT) ,MICT, $13.55M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.03 ,n/a
Microsemi Corporation (MSCC) ,MSCC, $3.54B , 11/06/2014 , Sep 2014 , $0.52 , 2 , $0.56 ,7.69%
Middlesex Water Company (MSEX) ,MSEX, $420.59M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.42 ,n/a
Minerva Neurosciences Inc (NERV) ,NERV, $129.54M , 11/06/2014 , Sep 2014 , $-2.3 , 2 , $-1.53 ,-33.48%
MISONIX Inc. (MSON) ,MSON, $81.77M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.05 ,n/a
Mitek Systems Inc. (MITK) ,MITK, $103.81M , 11/06/2014 , Sep 2014 , $-0.06 , 1 , $0.04 ,-166.67%
Mitel Networks Corporation (MITL) ,MITL, $963.75M , 11/06/2014 , Sep 2014 , $0.16 , 1 , $0.18 ,12.5%
MiX Telematics Limited (MIXT) ,MIXT, $173.16M , 11/06/2014 , Sep 2014 , $0.09 , 4 , $0.07 ,-22.22%
MOCON Inc. (MOCO) ,MOCO, $80.13M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.29 ,n/a
Molson Coors Brewing Company (TAP) ,TAP, $14.32B , 11/06/2014 , Sep 2014 , $1.5 , 4 , $1.46 ,-2.67%
Monster Beverage Corporation (MNST) ,MNST, $29.05B , 11/06/2014 , Sep 2014 , $0.68 , 8 , $0.7 ,2.94%
MRC Global Inc. (MRC) ,MRC, $1.23B , 11/06/2014 , Sep 2014 , $0.46 , 8 , $0.54 ,17.39%
Multi-Fineline Electronix Inc. (MFLX) ,MFLX, $458.01M , 11/06/2014 , Sep 2014 , $0 , 1 , $0.26 ,∞%
MV Oil Trust (MVO) ,MVO, $73.72M , 11/06/2014 , Sep 2014 , $0.94 , 1 , $0.79 ,-15.96%
National Bank of Greece SA (NBG) ,NBG, $3.11B , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.01 ,n/a
National Fuel Gas Company (NFG) ,NFG, $4.41B , 11/06/2014 , Sep 2014 , $0.57 , 4 , $0.6 ,5.26%
National HealthCare Corporation (NHC) ,NHC, $932.06M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.75 ,n/a
National Western Life Group Inc. (NWLI) ,NWLI, $975.95M , 11/06/2014 , Sep 2014 , $n/a , 0 , $7.65 ,n/a
Nationstar Mortgage Holdings Inc. (NSM) ,NSM, $1.54B , 11/06/2014 , Sep 2014 , $1.09 , 8 , $0.8 ,-26.61%
Natural Gas Services Group Inc. (NGS) ,NGS, $272.18M , 11/06/2014 , Sep 2014 , $0.3 , 4 , $0.3 ,0%
Navidea Biopharmaceuticals Inc. (NAVB) ,NAVB, $310.44M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.05 ,n/a
Nektar Therapeutics (NKTR) ,NKTR, $1.63B , 11/06/2014 , Sep 2014 , $0.39 , 5 , $0.53 ,35.9%
Nelnet Inc. (NNI) ,NNI, $1.65B , 11/06/2014 , Sep 2014 , $n/a , 0 , $1.84 ,n/a
Neonode Inc. (NEON) ,NEON, $103.54M , 11/06/2014 , Sep 2014 , $-0.1 , 1 , $-0.08 ,-20%
Net 1 UEPS Technologies Inc. (UEPS) ,UEPS, $802.42M , 11/06/2014 , Sep 2014 , $0.41 , 2 , $0.58 ,41.46%
NetSol Technologies Inc. (NTWK) ,NTWK, $59.61M , 11/06/2014 , Sep 2014 , $-0.39 , 1 , $-0.2 ,-48.72%
New Residential Investment Corp. (NRZ) ,NRZ, $2.83B , 11/06/2014 , Sep 2014 , $0.37 , 4 , $0.43 ,16.22%
NewLink Genetics Corporation (NLNK) ,NLNK, $1.14B , 11/06/2014 , Sep 2014 , $-0.41 , 4 , $-0.2 ,-51.22%
NIC Inc. (EGOV) ,EGOV, $1.27B , 11/06/2014 , Sep 2014 , $0.15 , 2 , $0.16 ,6.67%
NMI Holdings Inc (NMIH) ,NMIH, $451.12M , 11/06/2014 , Sep 2014 , $-0.23 , 1 , $-0.19 ,-17.39%
Northern Oil and Gas Inc. (NOG) ,NOG, $296.92M , 11/06/2014 , Sep 2014 , $0.27 , 4 , $0.26 ,-3.7%
NorthStar Asset Management Group Inc. (NSAM) ,NSAM, $2.88B , 11/06/2014 , Sep 2014 , $0.13 , 3 , $0.1 ,-23.08%
Northstar Realty Finance Corp. (NRF) ,NRF, $4.26B , 11/06/2014 , Sep 2014 , $0.41 , 3 , $0.43 ,4.88%
Novadaq Technologies Inc (NVDQ) ,NVDQ, $627.18M , 11/06/2014 , Sep 2014 , $-0.07 , 6 , $-0.17 ,142.86%
Novatel Wireless Inc. (MIFI) ,MIFI, $125.43M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.07 ,n/a
NOW Inc. (DNOW) ,DNOW, $1.77B , 11/06/2014 , Sep 2014 , $0.31 , 5 , $0.3 ,-3.23%
NTN Buzztime Inc. (NTN) ,NTN, $28.19M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.01 ,n/a
Nuverra Environmental Solutions Inc. (NES) ,NES, $46.63M , 11/06/2014 , Sep 2014 , $-0.26 , 6 , $0.05 ,-119.23%
NVIDIA Corporation (NVDA) ,NVDA, $15.45B , 11/06/2014 , Oct 2014 , $0.29 , 15 , $0.33 ,13.79%
NxStage Medical Inc. (NXTM) ,NXTM, $1.07B , 11/06/2014 , Sep 2014 , $-0.13 , 4 , $-0.07 ,-46.15%
OHA Investment Corporation (OHAI) ,OHAI, $85.53M , 11/06/2014 , Sep 2014 , $0.12 , 2 , $-0.14 ,-216.67%
Olympic Steel Inc. (ZEUS) ,ZEUS, $109.9M , 11/06/2014 , Sep 2014 , $0.34 , 2 , $0.15 ,-55.88%
Oncolytics Biotech Inc. (ONCY) ,ONCY, $53.72M , 11/06/2014 , Sep 2014 , $-0.07 , 2 , $-0.05 ,-28.57%
Oncothyreon Inc. (ONTY) ,ONTY, $261.95M , 11/06/2014 , Sep 2014 , $-0.11 , 2 , $-0.1 ,-9.09%
One Liberty Properties Inc. (OLP) ,OLP, $398M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.46 ,n/a
Opexa Therapeutics Inc. (OPXA) ,OPXA, $2.57M , 11/06/2014 , Sep 2014 , $-0.15 , 1 , $-0.14 ,-6.67%
Paramount Gold Nevada Corp. (PZG) ,PZG, $9.54M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.02 ,n/a
Park City Group Inc. (PCYG) ,PCYG, $222.67M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.02 ,n/a
Paylocity Holding Corporation (PCTY) ,PCTY, $1.72B , 11/06/2014 , Sep 2014 , $-0.15 , 2 , $-0.1 ,-33.33%
PCM Inc. (PCMI) ,PCMI, $114.11M , 11/06/2014 , Sep 2014 , $0.11 , 1 , $0.01 ,-90.91%
PDC Energy Inc. (PDCE) ,PDCE, $2.38B , 11/06/2014 , Sep 2014 , $0.25 , 8 , $-0.15 ,-160%
Perficient Inc. (PRFT) ,PRFT, $605.25M , 11/06/2014 , Sep 2014 , $0.37 , 1 , $0.31 ,-16.22%
Performant Financial Corporation (PFMT) ,PFMT, $117.1M , 11/06/2014 , Sep 2014 , $0.04 , 1 , $0 ,-100%
Perion Network Ltd (PERI) ,PERI, $150.36M , 11/06/2014 , Sep 2014 , $0.24 , 1 , $0.03 ,-87.5%
Perma-Fix Environmental Services Inc. (PESI) ,PESI, $48.87M , 11/06/2014 , Sep 2014 , $0.03 , 1 , $0.2 ,566.67%
Perrigo Company (PRGO) ,PRGO, $23.47B , 11/06/2014 , Sep 2014 , $1.45 , 10 , $1.4 ,-3.45%
PharmAthene Inc (PIP) ,PIP, $107.9M , 11/06/2014 , Sep 2014 , $-0.03 , 1 , $-0.07 ,133.33%
Pharmerica Corporation (PMC) ,PMC, $882.84M , 11/06/2014 , Sep 2014 , $0.35 , 2 , $0.42 ,20%
PhotoMedex Inc. (PHMD) ,PHMD, $10.38M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.8 ,n/a
Pinnacle Entertainment Inc. (PNK) ,PNK, $2.21B , 11/06/2014 , Sep 2014 , $0.44 , 9 , $0.2 ,-54.55%
Planet Payment Inc. (PLPM) ,PLPM, $158.17M , 11/06/2014 , Sep 2014 , $0.03 , 2 , $0.02 ,-33.33%
Pluristem Therapeutics Inc. (PSTI) ,PSTI, $128.94M , 11/06/2014 , Sep 2014 , $-0.13 , 2 , $-0.09 ,-30.77%
Power Solutions International Inc. (PSIX) ,PSIX, $199.82M , 11/06/2014 , Sep 2014 , $0.37 , 6 , $0.39 ,5.41%
Pozen Inc. (POZN) ,POZN, $200.99M , 11/06/2014 , Sep 2014 , $0.11 , 1 , $0.2 ,81.82%
Prestige Brand Holdings Inc. (PBH) ,PBH, $2.66B , 11/06/2014 , Sep 2014 , $0.45 , 4 , $0.5 ,11.11%
Pretium Resources Inc. (PVG) ,PVG, $874.49M , 11/06/2014 , Sep 2014 , $-0.03 , 2 , $-0.04 ,33.33%
Primero Mining Corp (PPP) ,PPP, $407.86M , 11/06/2014 , Sep 2014 , $0.01 , 5 , $0 ,-100%
Primo Water Corporation (PRMW) ,PRMW, $231.69M , 11/06/2014 , Sep 2014 , $-0.01 , 2 , $0.01 ,-200%
Primoris Services Corporation (PRIM) ,PRIM, $1.03B , 11/06/2014 , Sep 2014 , $0.5 , 7 , $0.53 ,6%
PROS Holdings Inc. (PRO) ,PRO, $730.64M , 11/06/2014 , Sep 2014 , $-0.05 , 2 , $-0.03 ,-40%
Prospect Capital Corporation (PSEC) ,PSEC, $2.6B , 11/06/2014 , Sep 2014 , $0.27 , 5 , $0.27 ,0%
Provectus Biopharmaceuticals Inc. (PVCT) ,PVCT, $106.37M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.02 ,n/a
PTC Therapeutics Inc. (PTCT) ,PTCT, $864.33M , 11/06/2014 , Sep 2014 , $-0.91 , 4 , $-0.93 ,2.2%
Q2 Holdings Inc. (QTWO) ,QTWO, $957.72M , 11/06/2014 , Sep 2014 , $-0.16 , 2 , $-0.14 ,-12.5%
Quantum Fuel Systems Technologies Worldwide Inc. (QTWW) ,QTWW, $32.79M , 11/06/2014 , Sep 2014 , $-0.1 , 3 , $-0.21 ,110%
RadiSys Corporation (RSYS) ,RSYS, $101.21M , 11/06/2014 , Sep 2014 , $-0.01 , 1 , $0 ,-100%
RadNet Inc. (RDNT) ,RDNT, $293.48M , 11/06/2014 , Sep 2014 , $0.05 , 3 , $0.14 ,180%
Randgold Resources Limited (GOLD) ,GOLD, $6.46B , 11/06/2014 , Sep 2014 , $0.76 , 3 , $0.62 ,-18.42%
Raptor Pharmaceutical Corp. (RPTP) ,RPTP, $478.15M , 11/06/2014 , Sep 2014 , $-0.17 , 4 , $-0.1 ,-41.18%
Redwood Trust Inc. (RWT) ,RWT, $1.12B , 11/06/2014 , Sep 2014 , $0.31 , 5 , $0.5 ,61.29%
Rentech Nitrogen Partners L.P. (RNF) ,RNF, $467.13M , 11/06/2014 , Sep 2014 , $0.09 , 3 , $-0.06 ,-166.67%
Rentech Inc. (RTK) ,RTK, $13.8M , 11/06/2014 , Sep 2014 , $0.02 , 1 , $-0.05 ,-350%
Rentrak Corporation (RENT) ,RENT, $815.84M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.03 ,n/a
Repligen Corporation (RGEN) ,RGEN, $1.13B , 11/06/2014 , Sep 2014 , $0.05 , 2 , $0.04 ,-20%
Resonant Inc. (RESN) ,RESN, $26.38M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.21 ,n/a
Revolution Lighting Technologies Inc. (RVLT) ,RVLT, $127.18M , 11/06/2014 , Sep 2014 , $n/a , 0 , $-0.02 ,n/a
Rexnord Corporation (RXN) ,RXN, $1.86B , 11/06/2014 , Sep 2014 , $0.39 , 1 , $0.4 ,2.56%
Richmont Mines Inc. (RIC) ,RIC, $178.85M , 11/06/2014 , Sep 2014 , $n/a , 0 , $0.11 ,n/a
Rightside Group Ltd. (NAME) ,NAME, $159.24M , 11/06/2014 , Sep 2014 , $-0.26 , 1 , $-0.24 ,-7.69%
Ring Energy Inc. (REI) ,REI, $322.15M , 11/06/2014 , Sep 2014 , $0.12 , 3 , $0.06 ,-50%
