Titan International Inc. (TWI) ,TWI, $382.03M , 10/28/2014 , Sep 2014 , $0.01 , 5 , $-0.17 ,-1800%
Total System Services Inc. (TSS) ,TSS, $9.65B , 10/28/2014 , Sep 2014 , $0.49 , 8 , $0.54 ,10.2%
Transportadora De Gas Sa Ord B (TGS) ,TGS, $985.17M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.03 ,n/a
TriMas Corporation (TRS) ,TRS, $908.6M , 10/28/2014 , Sep 2014 , $0.45 , 8 , $0.47 ,4.44%
Trinity Bank N.A. (TX) (TYBT) ,TYBT, n/a , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.73 ,n/a
Trinity Industries Inc. (TRN) ,TRN, $4.14B , 10/28/2014 , Sep 2014 , $0.84 , 7 , $0.9 ,7.14%
Trustmark Corporation (TRMK) ,TRMK, $1.62B , 10/28/2014 , Sep 2014 , $0.43 , 8 , $0.5 ,16.28%
Twin Disc Incorporated (TWIN) ,TWIN, $133.39M , 10/28/2014 , Sep 2014 , $0.29 , 2 , $0.36 ,24.14%
UBS AG (UBS) ,UBS, $75.31B , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.21 ,n/a
UMB Financial Corporation (UMBF) ,UMBF, $2.42B , 10/28/2014 , Sep 2014 , $0.76 , 5 , $0.78 ,2.63%
United Dominion Realty Trust Inc. (UDR) ,UDR, $9.03B , 10/28/2014 , Sep 2014 , $0.4 , 9 , $0.38 ,-5%
United States Steel Corporation (X) ,X, $1.71B , 10/28/2014 , Sep 2014 , $1.18 , 11 , $2.16 ,83.05%
United Therapeutics Corporation (UTHR) ,UTHR, $6.69B , 10/28/2014 , Sep 2014 , $1.84 , 4 , $-0.53 ,-128.8%
USANA Health Sciences Inc. (USNA) ,USNA, $1.65B , 10/28/2014 , Sep 2014 , $n/a , 0 , $1.47 ,n/a
VASCO Data Security International Inc. (VDSI) ,VDSI, $756.46M , 10/28/2014 , Sep 2014 , $0.09 , 1 , $0.32 ,255.56%
Verisk Analytics Inc. (VRSK) ,VRSK, $12.13B , 10/28/2014 , Sep 2014 , $0.64 , 12 , $0.64 ,0%
Vertex Pharmaceuticals Incorporated (VRTX) ,VRTX, $30.52B , 10/28/2014 , Sep 2014 , $-0.57 , 5 , $-0.57 ,-0%
Virtus Investment Partners Inc. (VRTS) ,VRTS, $1.03B , 10/28/2014 , Sep 2014 , $2.48 , 4 , $2.35 ,-5.24%
Vishay Intertechnology Inc. (VSH) ,VSH, $1.56B , 10/28/2014 , Sep 2014 , $0.28 , 4 , $0.26 ,-7.14%
Wabash National Corporation (WNC) ,WNC, $795.96M , 10/28/2014 , Sep 2014 , $0.26 , 5 , $0.26 ,0%
Waddell & Reed Financial Inc. (WDR) ,WDR, $3.09B , 10/28/2014 , Sep 2014 , $0.92 , 7 , $0.94 ,2.17%
Washington Federal Inc. (WAFD) ,WAFD, $2.34B , 10/28/2014 , Sep 2014 , $0.39 , 7 , $0.41 ,5.13%
Watts Water Technologies Inc. (WTS) ,WTS, $1.89B , 10/28/2014 , Sep 2014 , $0.69 , 7 , $0.7 ,1.45%
Western Digital Corporation (WDC) ,WDC, $15.4B , 10/28/2014 , Sep 2014 , $2.04 , 11 , $2.1 ,2.94%
Western Gas Equity Partners LP (WGP) ,WGP, $9.44B , 10/28/2014 , Sep 2014 , $0.27 , 3 , $0.27 ,0%
Western Gas Partners LP (WES) ,WES, $7.15B , 10/28/2014 , Sep 2014 , $0.56 , 6 , $0.6 ,7.14%
Westinghouse Air Brake Technologies Corporation (WAB) ,WAB, $8B , 10/28/2014 , Sep 2014 , $0.88 , 6 , $0.93 ,5.68%
Whirlpool Corporation (WHR) ,WHR, $12.52B , 10/28/2014 , Sep 2014 , $3.15 , 5 , $3.04 ,-3.49%
Willis Group Holdings Limited (WSH) ,WSH, $8.01B , 10/28/2014 , Sep 2014 , $0.16 , 11 , $0.14 ,-12.5%
Wynn Resorts Limited (WYNN) ,WYNN, $7.1B , 10/28/2014 , Sep 2014 , $1.82 , 12 , $1.95 ,7.14%
Xoom Corporation (XOOM) ,XOOM, $980.48M , 10/28/2014 , Sep 2014 , $-0.03 , 4 , $0.01 ,-133.33%
Xylem Inc. (XYL) ,XYL, $6.53B , 10/28/2014 , Sep 2014 , $0.52 , 9 , $0.53 ,1.92%
ZELTIQ Aesthetics Inc. (ZLTQ) ,ZLTQ, $1.32B , 10/28/2014 , Sep 2014 , $-0.1 , 4 , $0.12 ,-220%
